cartodb_id,bbl,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,tax_delinquency,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address,applied_filters
6357429,2033110087,36005041100,Kingsbridge Heights/Mosholu,City Council District 11,Kingsbridge Heights/Bedford,Bronx,New York City,,1,1754550,NYSANDY4 NBP21 LLC,65,1936,1,3155 Grand Concourse,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6295845,2031430173,36005038302,University Heights/Fordham,City Council District 15,Fordham/University Heights,Bronx,New York City,,1,522000,METRO PARK HOUSING DEVELOPMENT,9,1911,1,2241 Webster Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6282224,2024870020,36005019500,Highbridge/South Concourse,City Council District 16,Highbridge/Concourse,Bronx,New York City,,,1944450,1075 GERARD AVE. LLC,126,1999,1,1075 Gerard Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6275701,1020610064,36061023100,Morningside Heights/Hamilton Heights,City Council District 7,Morningside Heights/Hamilton,Manhattan,New York City,,,774900,AW HOLDING L.P.,9,1926,1,1747 Amsterdam Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6313307,2023800001,36005006900,Mott Haven/Hunts Point,City Council District 17,Mott Haven/Melrose,Bronx,New York City,,,175050,CAULDWELL AVENUE ASS,13,1905,1,802 Melrose Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6357209,3007190031,36047008200,Sunset Park,City Council District 38,Sunset Park,Brooklyn,New York City,,1,751050,456 41ST STREET LLC,8,1907,1,456 41 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6326519,2031680001,36005040100,Kingsbridge Heights/Mosholu,City Council District 14,Kingsbridge Heights/Bedford,Bronx,New York City,,1,837450,MANDY ASSOCIATES LLC,27,1917,1,2584 Creston Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6308461,1021640042,36061027100,Washington Heights/Inwood,City Council District 10,Washington Heights/Inwood,Manhattan,New York City,,1,769950,"175 REALTY ASSOCIATES I, LLC",21,1907,1,4308 Broadway,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6086972,4049770017,36081086900,Flushing/Whitestone,City Council District 20,Flushing/Whitestone,Queens,New York City,,,3260700,CIAMPA 14,60,2001,1,136-14 Northern Boulevard,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6539255,3024050027,36047055100,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,2499750,BEDFORD GROUP LLC,14,2005,2,320 Bedford Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6662313,4001560003,36081018300,Sunnyside/Woodside,City Council District 26,Woodside/Sunnyside,Queens,New York City,,,730800,CAPIRA REALTY LLC,16,1931,1,45-01 43 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6314305,2027400016,36005009300,Mott Haven/Hunts Point,City Council District 17,Hunts Point/Longwood,Bronx,New York City,,,544950,NYC HOUSING AUTHORITY,8,1904,1,859 Hunts Point Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6265545,1017560037,36061020600,Central Harlem,City Council District 9,East Harlem,Manhattan,New York City,,1,500850,"ALL SAINTS HOUSING, LLC",10,1900,1,1948 Park Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6456316,3027440003,36047049700,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,1359450,368 MANHATTAN LLC,10,2001,1,368 Manhattan Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6007903,4050530038,36081116300,Flushing/Whitestone,City Council District 20,Flushing/Whitestone,Queens,New York City,,,620550,"LAM, HAK TUNG",11,2006,1,147-26 Barclay Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6328311,2036600061,36005004600,Soundview/Parkchester,City Council District 18,Parkchester/Soundview,Bronx,New York City,,,350100,FBC REALTY LLC,8,2008,1,955 Croes Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6250071,1003870020,36061002601,Lower East Side/Chinatown,City Council District 2,Lower East Side/Chinatown,Manhattan,New York City,,,2237400,NYC HOUSING AUTHORITY,48,1988,1,620 East 5 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6521045,4030810121,36081069300,Rego Park/Forest Hills,City Council District 29,Rego Park/Forest Hills,Queens,New York City,1,,503100,ALDERTON REALTY LLC,6,2006,1,63-50 Saunders Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6378419,3027910047,36047051300,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,648450,TEN EYCK HSES HSINGDVLP,24,1920,1,11 Ten Eyck Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6333395,2032990021,36005041500,Kingsbridge Heights/Mosholu,City Council District 11,Kingsbridge Heights/Bedford,Bronx,New York City,,1,1080000,316 MOSHOLU REALTY LLC,55,1950,1,316 Mosholu Parkway,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6045462,4122350022,36081027800,Jamaica,City Council District 28,Jamaica/Hollis,Queens,New York City,,,7834500,NYC HOUSING AUTHORITY,231,1962,3,116-30 Guy R Brewer Blvd,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6258999,1007400010,36061008300,Chelsea/Clinton/Midtown,City Council District 3,Clinton/Chelsea,Manhattan,New York City,1,1,979650,"347 WEST 16, LLC",20,1900,1,347 West 16 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6440290,3018580024,36047027300,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,,,662400,ALBANY KINGSTON HOUSING DEVELOPMENT FUND,28,1904,3,20 Albany Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6454321,3026577501,36047058900,Williamsburg/Greenpoint,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,,,787500,UNAVAILABLE OWNER,6,2005,1,198 Monitor Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6318130,2028400084,36005022102,Highbridge/South Concourse,City Council District 16,Highbridge/Concourse,Bronx,New York City,,,1213650,CONCOURSE GREEN ASSOCIATES,53,1927,1,133 East Clarke Place,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
5938440,3072987501,36047056000,Sheepshead Bay/Gravesend,City Council District 48,Sheepshead Bay,Brooklyn,New York City,,,551323,UNAVAILABLE OWNER,10,2004,1,2384 Ocean Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6379193,3029200018,36047048100,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,989550,UNAVAILABLE OWNER,8,2005,1,268 Devoe Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6303622,2023150016,36005003900,Mott Haven/Hunts Point,City Council District 8,Mott Haven/Melrose,Bronx,New York City,,,165150,309 ALEXANDER LLC,12,1931,1,309 Alexander Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6579247,3039780036,36047115200,East New York/Starrett City,City Council District 37,East New York/Starrett City,Brooklyn,New York City,,,215055,CYPRESS COURT ASSOCIATES L.P.,6,1925,1,553 Glenmore Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
5930461,4062060001,36081146300,Bayside/Little Neck,City Council District 19,Bayside/Little Neck,Queens,New York City,,,858600,203 42 OWNERS CORP,27,1948,1,203-15 42 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6305491,2028000001,36005022901,University Heights/Fordham,City Council District 15,Fordham/University Heights,Bronx,New York City,,,430650,"OLR ECW HOUSING DEVELOPMENT FUND COMPANY , INC.",33,1919,1,203 East 175 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6521063,3018260033,36047027700,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,,,438300,JEM 815 LLC,8,1910,1,474 Madison Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6359342,3015100052,36047037300,Brownsville/Ocean Hill,City Council District 41,Brownsville,Brooklyn,New York City,,,408600,CHAUNECY SUMPTER L.P.,6,1905,1,485 Chauncey Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6297844,2025040030,36005018900,Highbridge/South Concourse,City Council District 8,Highbridge/Concourse,Bronx,New York City,1,1,772650,WOODYCREST HOUSING DEVELOPMENT FUND CORP .,40,1931,1,901 Anderson Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6271273,1012040021,36061017700,Upper West Side,City Council District 6,Upper West Side,Manhattan,New York City,,,7141500,NYC HOUSING AUTHORITY,96,1910,17,23 West 90 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6251862,1004070038,36061003400,Lower East Side/Chinatown,City Council District 2,Lower East Side/Chinatown,Manhattan,New York City,1,,1084050,DORA COLLAZO PLAZA LTD.PARTNERSHIP,8,1900,1,545 East 13 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6262026,1008077501,36061010100,Chelsea/Clinton/Midtown,City Council District 3,Midtown,Manhattan,New York City,,,90285430,"125 WEST 31ST STREET ASSOCIATES, LLC",458,2005,1,132 West 32 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6402111,3017620041,36047024100,Bedford Stuyvesant,City Council District 33,Bedford Stuyvesant,Brooklyn,New York City,,,2841300,BSP SPENCER LLC,47,2006,1,192 Spencer Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6354562,3012380036,36047021900,North Crown Heights/Prospect Heights,City Council District 35,Crown Heights/Prospect Heights,Brooklyn,New York City,,,628200,BK-VM LIMITED PTRSHP,8,1931,1,1450 Bedford Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6288732,1019880042,36061022301,Morningside Heights/Hamilton Heights,City Council District 7,Morningside Heights/Hamilton,Manhattan,New York City,,,815850,RIVER VIEW HOUSING DEVELOPMENT FUND,24,1910,1,508 West 135 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6326967,2027820050,36005017702,Highbridge/South Concourse,City Council District 16,Highbridge/Concourse,Bronx,New York City,,1,340650,"SHERMAN ASSOCIATES, L",26,1910,1,1345 Teller Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6538633,3023430012,36047055300,Williamsburg/Greenpoint,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,,,2625300,218 BEDFORD REALTY,27,1910,1,130 North 5 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6295558,2031050027,36005038900,Morrisania/Belmont,City Council District 15,Belmont/East Tremont,Bronx,New York City,,,724950,MSN FORDHAM REALTY LLC,8,2007,1,2477 Crotona Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6253400,1004620035,36061003800,Lower East Side/Chinatown,City Council District 2,Lower East Side/Chinatown,Manhattan,New York City,,1,8336700,225 EAST 6TH LLC,86,1996,1,223 East 6 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6673033,4006520042,36081006502,Astoria,City Council District 22,Astoria,Queens,New York City,,,1652400,36 REALTY LLC,25,2007,1,36-16 Astoria Boulevard S,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6441996,3019417501,36047023300,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,1,1,2549240,UNAVAILABLE OWNER,32,2006,2,260 Skillman Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6592035,3070140002,36047032600,Coney Island,City Council District 47,Coney Island,Brooklyn,New York City,,1,4175550,SEABEACH III HOMEOWNERS ASSOC INC,174,1974,23,2850 West 24 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6357119,3013720043,36047034500,North Crown Heights/Prospect Heights,City Council District 36,Crown Heights/Prospect Heights,Brooklyn,New York City,,1,505350,"EMMANUEL 203K, LLC",8,1900,1,192 Utica Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6129931,5028320017,36085000600,North Shore,City Council District 49,St. George/Stapleton,Staten Island,New York City,,,1881900,ST JOHN'S CHURCH,84,1999,1,1331 Bay Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6276051,1020700027,36061022500,Morningside Heights/Hamilton Heights,City Council District 7,Morningside Heights/Hamilton,Manhattan,New York City,,,444600,QUALITY & AFFORDABLEETC,21,1910,2,505 West 138 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6502019,3058557501,36047012600,Bay Ridge,City Council District 43,Bay Ridge/Dyker Heights,Brooklyn,New York City,,,534598,UNAVAILABLE OWNER,6,2006,1,420 Senator Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6477859,3011550024,36047030500,North Crown Heights/Prospect Heights,City Council District 35,Crown Heights/Prospect Heights,Brooklyn,New York City,,,718650,CROWN PROSPECT ASSOCIATES LIMITED PARTNE RSHIP,8,1931,1,410 St Marks Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6307889,1021620025,36061026300,Washington Heights/Inwood,City Council District 10,Washington Heights/Inwood,Manhattan,New York City,,1,416250,621 MANAGEMENT INC,21,1906,1,121 Wadsworth Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6704618,4018380063,36081047300,Elmhurst/Corona,City Council District 25,Elmhurst/Corona,Queens,New York City,,,413550,8827 REALTY INC,7,2006,1,88-27 53 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6262156,1010710042,36061012900,Chelsea/Clinton/Midtown,City Council District 3,Clinton/Chelsea,Manhattan,New York City,,,37141200,"520 WEST 43RD STREET REIT, LLC",375,1996,2,520 West 43 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6417450,3023380023,36047051900,Williamsburg/Greenpoint,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,,,1323450,CONVENT HO DVLP FUND,11,1889,1,64 Havemeyer Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6722956,3062417501,36047027200,Bensonhurst,City Council District 44,Bensonhurst,Brooklyn,New York City,,,2310755,UNAVAILABLE OWNER,18,2005,1,7620 Bay Parkway,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6402617,3051010029,36047051002,Flatbush,City Council District 40,Flatbush/Midwood,Brooklyn,New York City,1,1,1690200,575 OCEAN AVE CORP,63,1926,1,575 Ocean Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6521783,3018280090,36047024900,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,,1,424350,39 MACDONOUGH LLC,8,1899,1,191 Jefferson Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6274630,1013410049,36061009000,Stuyvesant Town/Turtle Bay,City Council District 4,Stuyvesant Town/Turtle Bay,Manhattan,New York City,,,1859400,"920 SECOND AVENUE    ,",6,1900,2,920 2 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6539667,3010537504,36047014100,Park Slope/Carroll Gardens,City Council District 39,Sunset Park,Brooklyn,New York City,,,930149,UNAVAILABLE OWNER,6,2008,1,226 16 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6381535,2046687501,36005039600,Williamsbridge/Baychester,City Council District 12,Williamsbridge/Baychester,Bronx,New York City,1,1,681298,UNAVAILABLE OWNER,24,2005,3,724 East 221 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6496790,3056817501,36047021600,Borough Park,City Council District 44,Borough Park,Brooklyn,New York City,,,282302,UNAVAILABLE OWNER,6,2008,2,1052 55 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6398486,3007810075,36047002000,Sunset Park,City Council District 38,Sunset Park,Brooklyn,New York City,,1,322605,FAC PRESERVATION HOUSING DEVELOPMENT FUN D CORPORAT,8,1920,1,217 50 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6313666,2023687501,36005018500,Morrisania/Belmont,City Council District 17,Morrisania/Crotona,Bronx,New York City,,1,2469150,UNAVAILABLE OWNER,105,2003,1,488 East 164 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6268481,1010360036,36061012100,Chelsea/Clinton/Midtown,City Council District 3,Clinton/Chelsea,Manhattan,New York City,,1,3115350,"CLINTON HOUSING WEST46TH PARTNERS, L.P.",79,1890,5,727 8 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6449824,3023447502,36047055300,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,3397500,UNAVAILABLE OWNER,31,1910,1,150 North 5 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6268828,1017170056,36061019000,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,1,792900,"NEP WEST 119TH STREET PROPERTIES, LLC",10,1899,1,52 West 119 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6575336,3037710035,36047115600,Brownsville/Ocean Hill,City Council District 42,East New York/Starrett City,Brooklyn,New York City,,,606600,PENN GARDENS ASSOCIATES,16,1930,1,354 Pennsylvania Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6352276,3010537501,36047014100,Park Slope/Carroll Gardens,City Council District 39,Sunset Park,Brooklyn,New York City,,,1417950,UNAVAILABLE OWNER,20,2003,1,279 Prospect Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6418763,3024197501,36047052300,Williamsburg/Greenpoint,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,1959301,UNAVAILABLE OWNER,30,2005,3,196 South 2 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6316565,2031640001,36005023703,University Heights/Fordham,City Council District 14,Fordham/University Heights,Bronx,New York City,,1,719550,CRESTON HILLS PLACE 26 LLC,28,1916,1,2298 Creston Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6292319,1019070063,36061022200,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,1227150,2053 7TH AVENUE HOUSING DEVELOPMENT,15,1910,1,2053 Adam C Powell Blvd,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6272401,1018480012,36061020102,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,729900,114TH AFFORDABLE HOUSING LLC,13,1900,1,2111 Fredrick Douglass Bl,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6394168,3044550076,36047111800,East New York/Starrett City,City Council District 42,East New York/Starrett City,Brooklyn,New York City,1,,338400,MALIK IJAZ,12,1930,1,417 Atkins Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6266846,1010450054,36061013900,Chelsea/Clinton/Midtown,City Council District 3,Clinton/Chelsea,Manhattan,New York City,,,6789150,350 WEST ASSOCIATES LLC,126,1912,1,350 West 55 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6301778,1020460032,36061023502,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,1,348300,HARLEM URBAN DEV CORP,9,1910,1,2843 Fredrick Douglass Bl,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6478200,3051250047,36047051001,Flatbush,City Council District 40,Flatbush/Midwood,Brooklyn,New York City,,,265050,BROOKLYN PARK TERRACE LLC,6,1906,1,2108 Regent Place,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6290168,1018317502,36061021800,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,2767051,UNAVAILABLE OWNER,36,2007,2,247 West 115 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6474571,3088007503,36047062200,Sheepshead Bay/Gravesend,City Council District 48,Sheepshead Bay,Brooklyn,New York City,,,312605,UNAVAILABLE OWNER,9,2005,1,2775 Brown Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6345428,3007830030,36047007800,Sunset Park,City Council District 38,Sunset Park,Brooklyn,New York City,,,523800,"LI, QIU YING",17,1909,1,460 49 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6707892,5009550075,36085018100,Mid-Island,City Council District 50,South Beach/Willowbrook,Staten Island,New York City,,1,2600550,PARK LANE AT SEA VIEW LP,104,1930,1,460n Brielle Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6282971,1015730001,36061015200,Upper East Side,City Council District 5,Upper East Side,Manhattan,New York City,,,23526000,NYC HOUSING AUTHORITY,636,1964,4,1810 1 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6676890,3066047501,36047043400,Bensonhurst,City Council District 44,Bensonhurst,Brooklyn,New York City,,,877951,UNAVAILABLE OWNER,10,2008,1,1549 West 3 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6453639,3026447503,36047056900,Williamsburg/Greenpoint,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,,,1761302,UNAVAILABLE OWNER,9,2003,1,80 Guernsey Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6676323,3066007501,36047043200,Bensonhurst,City Council District 44,Bensonhurst,Brooklyn,New York City,,,1099352,UNAVAILABLE OWNER,19,2005,1,1569 West 7 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6416842,3023187501,36047055700,Williamsburg/Greenpoint,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,,,1130402,UNAVAILABLE OWNER,6,2011,1,131 Wythe Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6364026,3008917502,36047014500,Sunset Park,City Council District 38,Sunset Park,Brooklyn,New York City,,,1174950,UNAVAILABLE OWNER,14,2007,2,284 20 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6312051,2030220043,36005039902,Kingsbridge Heights/Mosholu,City Council District 15,Fordham/University Heights,Bronx,New York City,,1,822150,"2375 MERICO, L.L.C.",40,1931,1,2375 Marion Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6290750,1018480009,36061020102,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,595350,HP MORNINGSIDE HEIGHTS PORTFOLIO HOUSING,15,1900,1,307 West 114 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6458575,3030447501,36047049300,Bushwick,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,1,,1060200,UNAVAILABLE OWNER,8,2004,1,166 Scholes Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6498628,3015157501,36047037100,Brownsville/Ocean Hill,City Council District 41,Brownsville,Brooklyn,New York City,,,864897,UNAVAILABLE OWNER,20,1995,5,365 Marion Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6268185,1019280061,36061022200,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,774000,"C&C MANAGEMENT, LP",17,1910,1,270 West 123 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6249027,1002890001,36061001600,Lower East Side/Chinatown,City Council District 1,Lower East Side/Chinatown,Manhattan,New York City,1,,22537800,NYC EDUCATIONAL CONSTRUCTION FUND,,1978,2,1 Bowery,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6413453,3011550068,36047030500,North Crown Heights/Prospect Heights,City Council District 35,Crown Heights/Prospect Heights,Brooklyn,New York City,,,836100,BK-VM LIMITED PTRSHP,8,1931,1,471 Prospect Place,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6530335,3057077501,36047010400,Sunset Park,City Council District 38,Borough Park,Brooklyn,New York City,,,4422867,FORUM CONDOMINIUM,25,2007,1,859 60 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6268113,1015400029,36061015601,Upper East Side,City Council District 5,Upper East Side,Manhattan,New York City,,,338850,"95TH IH ASSOCIATES,",19,1999,1,1831 2 Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6389679,3004160017,36047007500,Park Slope/Carroll Gardens,City Council District 33,Park Slope/Carroll Gardens,Brooklyn,New York City,,,5504400,421 DEGRAW ST,90,1931,1,419 Degraw Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6254072,1004760045,36061004700,Greenwich Village/Financial District,City Council District 1,Greenwich Village/Soho,Manhattan,New York City,,1,5707350,26/32 N LLC,40,1900,2,30 Grand Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6603053,3030100015,36047045300,Bushwick,City Council District 34,Greenpoint/Williamsburg,Brooklyn,New York City,,,791550,GRATTAN PROPERTY INC.,8,1931,1,142 Grattan Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6427086,3031870025,36047042700,Bushwick,City Council District 34,Bushwick,Brooklyn,New York City,,,376200,"BOKONOS 316, LLC",6,1931,1,316 Troutman Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6351997,2039297501,36005021602,Soundview/Parkchester,City Council District 18,Parkchester/Soundview,Bronx,New York City,,1,5280748,PARKCHESTER SOUTH CONDOMINIUM ASSOC,128,1941,2,63 Metropolitan Oval,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6288640,1020370011,36061023600,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,8096400,NYC HOUSING AUTHORITY,376,1936,5,44 Macombs Place,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6607119,3074697504,36047060000,Sheepshead Bay/Gravesend,City Council District 48,Sheepshead Bay,Brooklyn,New York City,,,315900,UNAVAILABLE OWNER,6,2007,1,2679 East 24 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6452832,3026490037,36047057100,Williamsburg/Greenpoint,City Council District 33,Greenpoint/Williamsburg,Brooklyn,New York City,,,2225700,SKRODZKI 119 NASSAU CORP.,6,2006,1,119 Nassau Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6293653,1019410008,36061022800,Central Harlem,City Council District 9,Central Harlem,Manhattan,New York City,,,395100,"MID-HARLEM APARTMENTS, L.P.",10,1910,1,241 West 135 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6329341,2031860032,36005023900,University Heights/Fordham,City Council District 14,Fordham/University Heights,Bronx,New York City,,1,490500,LEMLE REALTY CORP,42,1929,1,2195 Walton Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6267609,1014750005,36061010602,Upper East Side,City Council District 5,Upper East Side,Manhattan,New York City,,,35815950,THE ROCKEFELLER UNIVERSITY,250,1975,3,500 East 63 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6424408,2057897502,36005029700,Riverdale/Kingsbridge,City Council District 11,Riverdale/Fieldston,Bronx,New York City,,,572857,UNAVAILABLE OWNER,9,2006,1,3205 Arlington Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6294968,2023730006,36005014500,Morrisania/Belmont,City Council District 16,Morrisania/Crotona,Bronx,New York City,,1,2176650,"SENIOR LIVING OPTIONS, INC.",100,2003,1,1240 Washington Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6394038,3016120039,36047038700,Bedford Stuyvesant,City Council District 36,Bedford Stuyvesant,Brooklyn,New York City,,1,936900,"RUGGED CROSS, L.P.",50,2007,1,12 Patchen Avenue,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
6695157,3055917504,36047011200,Sunset Park,City Council District 39,Borough Park,Brooklyn,New York City,,,671851,UNAVAILABLE OWNER,6,2004,1,1021 42 Street,"Has Subsidies, Affordability Start Date is no later than 03/01/2011"
