BBL,LandUse,XCoord,YCoord,ITZ_GEOID,land_use2011,x_coord2011,y_coord2011,land_use2016,x_coord2016,y_coord2016,land_use2019,x_coord2019,y_coord2019
4100940073,,,,QN208,09,       ,       ,9,,,09,1038896,194955
4100990036,,,,QN246,09,1039784,0194879,9,1039831,194880,09,1039831,194880
4101170026,,,,QN246,09,1040553,0194334,9,1040553,194342,09,1040553,194342
4101440045,,,,QN254,09,1040976,0192063,9,1040975,192062,09,1040950,192035
4101590054,,,,QN246,09,       ,       ,9,,,09,1041362,194716
4102180071,,,,QN444,09,       ,       ,9,,,09,1042376,195428
4102310001,,,,QN440,09,1043996,0195474,9,1044021,195429,09,1044021,195429
4102430060,,,,QN440,09,       ,       ,9,,,09,1044409,194974
4102530055,,,,QN414,09,       ,       ,9,,,09,1043514,193608
4105820001,,,,QN492,09,1051314,0202250,9,1051312,202241,09,1051312,202241
4105910049,,,,QN492,09,1052021,0203367,9,1052029,203358,09,1052029,203358
4105920082,,,,QN492,09,       ,       ,9,,,09,1051765,203585
4107710025,,,,QN568,09,1057463,0200979,9,1057472,200982,09,1057472,200982
4108340100,,,,QN500,09,1051422,0199103,9,1051422,199121,09,1051422,199121
4109910001,,,,QN522,09,1051325,0194350,9,1051325,194349,09,1051325,194349
4111080021,,,,QN540,09,       ,       ,9,,,09,1056627,198982
4111510071,,,,QN582,09,1056540,0198301,9,1056561,198322,09,1056561,198322
4113430017,,,,QN58,09,       ,       ,9,,,09,1024337,184876
4113430030,,,,QN58,09,       ,       ,9,,,09,1024258,184691
4113430036,,,,QN58,09,       ,       ,9,,,09,1024197,184874
4113610060,,,,QN62.02,09,       ,       ,9,,,09,1025297,183939
4113610065,,,,QN62.02,09,1024707,0183922,9,1024632,183944,09,1024632,183944
4113610160,,,,QN62.02,09,       ,       ,9,,,09,1025298,183893
4113620001,,,,QN58,09,1024235,0184625,9,1024236,184626,07,1024236,184626
4113620004,,,,QN58,09,       ,       ,9,,,09,1024403,184609
4113620016,,,,QN58,09,1024750,0184547,9,1024740,184549,07,1024740,184549
4113620025,,,,QN58,09,       ,       ,9,,,09,1024754,184717
4113620046,,,,QN58,09,       ,       ,9,,,09,1024976,184391
4113960001,,,,QN58,09,1025290,0184231,9,1025351,184224,09,1025321,184226
4113960002,,,,QN58,09,       ,       ,9,,,07,1025637,184155
4113960130,,,,QN58,09,       ,       ,9,,,07,1026029,184285
4113970060,,,,QN58,09,       ,       ,9,,,07,1026220,184016
4113990035,,,,QN58,09,       ,       ,9,,,07,1026491,184100
4114030037,,,,QN58,09,       ,       ,9,,,09,1026763,183694
4114030040,,,,QN58,09,       ,       ,9,,,09,1026784,183685
4114080001,,,,QN58,09,1027453,0183664,9,1027455,183658,09,1027455,183658
4114080025,,,,QN58,09,       ,       ,9,,,07,1027508,183616
4114200002,,,,QN62.01,09,       ,       ,9,,,,1026674,183254
4114240001,,,,QN58,09,1027301,0183439,9,1027323,183439,09,1027323,183439
4114240015,,,,QN62.01,09,1027635,0183404,9,,,07,1027654,183391
4114560032,,,,QN62.02,09,       ,       ,9,,,09,1023953,180569
4114560035,,,,QN62.02,09,       ,       ,9,,,09,1023990,180700
4114560036,,,,QN62.02,09,       ,       ,9,,,09,1023886,180676
4114560040,,,,QN62.02,09,       ,       ,9,,,09,1023940,180685
4114560048,,,,QN62.02,09,       ,       ,9,,,09,1023945,180759
4114560050,,,,QN62.02,09,       ,       ,9,,,09,1023854,180769
4114560052,,,,QN62.02,09,       ,       ,9,,,09,1023865,180832
4114560057,,,,QN62.02,09,       ,       ,9,,,09,1023876,180959
4114560066,,,,QN62.02,09,       ,       ,9,,,09,1023931,181060
4114560113,,,,QN62.02,09,1023975,0180825,9,1023975,180825,09,1023975,180825
4115350062,,,,QN88,09,1029501,0184260,9,1029497,184255,09,1029497,184255
4115350118,,,,QN88,09,       ,       ,9,,,09,1029332,183952
4115350119,,,,QN88,09,       ,       ,9,,,09,1029266,183950
4115350127,,,,QN88,09,       ,       ,9,,,09,1029505,184130
4115350138,,,,QN88,09,       ,       ,9,,,09,1029495,184011
4115360071,,,,QN88,09,       ,       ,9,,,09,1029675,184179
4115360073,,,,QN88,09,       ,       ,9,,,09,1029615,184230
4115360075,,,,QN88,09,       ,       ,9,,,09,1029697,184152
4115360110,,,,QN88,09,       ,       ,9,,,09,1029719,183965
4115360113,,,,QN88,09,       ,       ,9,,,09,1029677,184082
4115430002,,,,QN864,09,1031034,0184585,9,1031211,184384,09,1031211,184384
4115480037,,,,QN88,09,1028901,0183528,9,1028900,183546,09,1028900,183546
4115880080,,,,QN884,09,       ,       ,9,,,11,1028811,181978
4116380001,,,,QN172,09,1037445,0188353,9,1037467,188320,09,1037467,188320
4118400050,,,,QN846.01,09,       ,       ,9,,,09,1033218,182093
4118740001,,,,QN818,09,1037645,0182470,9,1037652,182466,07,1037652,182466
4118740048,,,,QN818,09,1038184,0182432,9,1038181,182433,11,1038181,182433
4118740050,,,,QN818,09,       ,       ,9,,,11,1038175,182380
4118980007,,,,QN846.02,09,       ,       ,9,,,11,1036558,181258
4120290059,,,,QN182,09,       ,       ,9,,,09,1039378,185311
4120380041,,,,QN182,09,1040855,0185192,9,1040855,185192,09,1040855,185192
4120380044,,,,QN182,09,1040833,0185151,9,1040829,185150,09,1040829,185150
4120890008,,,,QN792,09,       ,       ,9,,,09,1040988,182953
4120930019,,,,QN792,09,       ,       ,9,,,09,1039798,182505
4122290001,,,,QN288,09,1043512,0187377,9,1043589,187442,09,1043589,187442
4122300001,,,,QN288,09,1043692,0185588,9,1043765,185645,09,1043765,185645
4123250001,,,,QN432,09,1045060,0191569,9,1045052,191558,09,1045052,191558
4124060020,,,,QN334.01,09,1048030,0189010,9,1048037,189001,09,1048037,189001
4124060180,,,,QN426,09,1047520,0189861,9,1047468,189984,09,1047468,189984
4124390180,,,,QN366,09,       ,       ,11,,,11,1049377,191320
4124950260,,,,QN334.02,09,1046802,0185172,9,1046842,185126,09,1046842,185126
4125290182,,,,QN334.01,09,       ,       ,9,,,09,1048551,186529
4126950001,,,,QN376,09,1053953,0190025,9,1054067,190452,09,1054067,190452
4128020088,,,,QN610,09,       ,       ,9,,,09,1055542,190454
4128250625,,,,QN624,09,1054043,0189518,9,1054050,189514,09,1054050,189514
4128250640,,,,QN624,09,1055972,0189308,9,1056071,189279,09,1056071,189279
4130280001,,,,QN328,09,1051786,0185173,9,1051771,185188,09,1051771,185188
4132310047,,,,QN638,09,1057465,0183685,9,1057464,183684,09,1057464,183684
4133610002,,,,QN320,09,1050372,0181286,9,1050372,181285,09,1050392,181270
4133610100,,,,QN320,09,1050375,0180742,9,1050353,180589,09,1050353,180589
4133610150,,,,QN320,09,1050319,0179919,9,1050335,179930,09,1050335,179930
4135380003,,,,QN690,09,1054668,0179702,9,1054731,179615,07,1054731,179615
4135380007,,,,QN654,09,       ,       ,9,,,07,1055551,180869
4137260020,,,,QN694,09,       ,       ,9,,,09,1053904,178067
4137690100,,,,QN664,09,       ,       ,9,,,09,1055836,176051
4137910002,,,,QN664,09,1052702,0176820,9,1054115,175843,09,1052853,176660
4138660013,,,,QN664,09,       ,       ,9,,,11,1055643,173236
4138660018,,,,QN664,09,       ,       ,9,,,11,1055633,173337
4138660025,,,,QN664,09,       ,       ,9,,,11,1055635,173435
4138660028,,,,QN664,09,       ,       ,9,,,11,1055789,173674
4138660063,,,,QN664,09,       ,       ,9,,,11,1055761,173363
4138660067,,,,QN664,09,       ,       ,9,,,09,1055751,173318
4138660070,,,,QN664,09,       ,       ,9,,,11,1055731,173235
4141400100,,,,QN892,09,       ,       ,9,,,09,1024820,177400
4141540042,,,,QN884,09,       ,       ,9,,,09,1029097,180497
4142010070,,,,QN892,09,1029297,0176843,9,1029296,176843,09,1029296,176843
4142130002,,,,QN892,09,1030535,0175312,9,1030535,175312,09,1030535,175312
4142130100,,,,QN892,09,       ,       ,9,,,09,1029625,175135
4142310802,,,,QN884,09,1030873,0177638,9,1030865,177648,09,1030865,177648
4142311027,,,,QN884,09,1031228,0178010,9,1031224,178010,09,1031224,178010
4151000100,,,,QN1072.02,09,       ,       ,9,1032774,169351,09,1032774,169351
4151000700,,,,QN1072.02,09,       ,       ,9,1035860,165382,09,1035860,165382
4152000001,,,,QN716,09,       ,       ,9,1040525,164488,09,1040525,164488
4152000100,,,,QN1072.02,09,       ,       ,9,1048082,165192,09,1048082,165192
4153050700,,,,QN1072.01,09,       ,       ,9,,,11,1033645,161955
4153080091,,,,QN1072.01,09,       ,       ,9,1034357,161711,09,1034357,161711
4153080215,,,,QN1072.01,09,       ,       ,9,,,11,1033683,161215
4153250025,,,,QN1072.01,09,1033808,0157276,9,1033789,157315,11,1033789,157315
4153500001,,,,QN1072.01,09,       ,       ,9,,,09,1033397,156539
4153500700,,,,QN1072.01,09,1031663,0156633,9,1031792,156649,09,1031792,156649
4153760888,,,,QN1072.01,09,       ,       ,9,,,11,1034456,163324
4154000999,,,,QN1072.01,09,       ,       ,9,,,11,1034867,162000
4154610780,,,,QN1072.01,09,1034453,0160201,9,1034453,160200,09,1034453,160200
4154820033,,,,QN1072.01,09,1034535,0158180,9,1034548,158170,09,1034548,158170
4154840011,,,,QN1072.01,09,1034468,0157731,9,1034468,157730,09,1034458,157737
4155000606,,,,QN1072.01,09,       ,       ,9,1035363,160245,09,1035363,160245
4155010020,,,,QN1032.01,09,1053808,0162083,9,1053809,162108,09,1053809,162108
4155600050,,,,QN1010.01,09,1053289,0158855,9,1053294,158855,09,1053294,158855
4155740036,,,,QN1010.01,09,       ,       ,9,,,09,1054055,158533
4155740080,,,,QN1010.01,09,1053777,0158004,9,1053776,158004,11,1053776,158004
4156010049,,,,QN1010.02,09,       ,       ,9,,,11,1056845,156890
4156010056,,,,QN1010.02,09,       ,       ,9,,,11,1056831,157091
4156020008,,,,QN1010.02,09,       ,       ,9,,,11,1056677,157071
4156020040,,,,QN1010.02,09,       ,       ,9,,,11,1056575,156738
4156040149,,,,QN1010.02,09,       ,       ,9,,,11,1056152,156899
4156040150,,,,QN1010.02,09,       ,       ,9,,,11,1056138,156907
4156040285,,,,QN1010.02,09,       ,       ,9,,,11,1056109,156807
4156040286,,,,QN1010.02,09,       ,       ,9,,,11,1056118,156726
4156380100,,,,QN1010.01,09,       ,       ,9,,,11,,
4156490001,,,,QN1010.01,09,1054359,0156030,9,1054312,156049,09,1054312,156049
4156490020,,,,QN1010.01,09,       ,       ,9,,,,,
4156490051,,,,QN1010.01,09,       ,       ,9,,,,,
4156490300,,,,QN1010.01,09,       ,       ,9,,,09,1054520,155457
4156750001,,,,QN1008.01,09,       ,       ,9,,,09,1050102,162043
4156750009,,,,QN1008.01,09,1049992,0162081,9,1049992,162080,01,1049992,162080
4156750023,,,,QN1008.01,09,       ,       ,9,,,09,1049939,162116
4156750024,,,,QN1008.01,09,       ,       ,9,,,09,1049896,162125
4156750025,,,,QN1008.01,09,       ,       ,9,,,09,1049639,162154
4156750033,,,,QN1008.01,09,       ,       ,9,,,09,1049355,162238
4156750045,,,,QN1008.01,09,       ,       ,9,,,09,1049289,162414
4156750050,,,,QN1008.01,09,       ,       ,9,,,09,1049371,162502
4156750055,,,,QN1008.01,09,       ,       ,9,,,09,1049305,162583
4156750061,,,,QN1008.01,09,       ,       ,9,,,09,1049369,162671
4156750065,,,,QN1008.01,09,       ,       ,9,,,09,1049282,162881
4156750085,,,,QN1008.01,09,       ,       ,9,,,11,1049013,162992
4156750095,,,,QN1008.01,09,       ,       ,9,,,09,1048942,163122
4156750105,,,,QN1008.01,09,       ,       ,9,,,09,1048609,163122
4156750109,,,,QN1008.01,09,       ,       ,9,,,09,1050037,162132
4156750110,,,,QN1008.01,09,       ,       ,9,,,09,1048473,163029
4156750120,,,,QN1008.01,09,       ,       ,9,,,09,1048331,162991
4156750126,,,,QN1008.01,09,       ,       ,9,,,09,1048218,162966
4156750132,,,,QN1008.01,09,       ,       ,9,,,09,1048037,162931
4156750170,,,,QN1008.01,09,       ,       ,9,,,11,1047590,162869
4156750200,,,,QN1008.01,09,       ,       ,9,,,09,1048056,163154
4156750300,,,,QN1008.01,09,       ,       ,9,,,09,1049735,162569
4156860064,,,,QN1008.01,09,       ,       ,9,,,11,1048960,162909
4156860100,,,,QN1008.01,09,       ,       ,9,,,11,1049142,162829
4156900020,,,,QN1008.01,09,       ,       ,9,,,11,1047725,162700
4156900037,,,,QN1008.01,09,       ,       ,9,,,11,1048296,162877
4156900095,,,,QN1008.01,09,       ,       ,9,,,11,1048475,162840
4156900096,,,,QN1008.01,09,       ,       ,9,,,11,1048531,162753
4156900100,,,,QN1008.01,09,       ,       ,9,,,11,1048414,162752
4156900105,,,,QN1008.01,09,1048128,0162646,9,1048136,162658,01,1048136,162658
4157030049,,,,QN1008.01,09,1047356,0162446,9,1047313,162453,,1047313,162453
4157450001,,,,QN1008.02,09,1048436,0157772,9,1048421,157656,09,1048421,157656
4157490001,,,,QN1008.02,09,       ,       ,9,,,11,1047385,158085
4158100075,,,,QN998.02,09,       ,       ,9,,,09,1052878,155415
4158100080,,,,QN998.02,09,       ,       ,9,,,,,
4158150280,,,,QN998.02,09,       ,       ,9,,,09,1051924,155244
4158180078,,,,QN998.02,09,       ,       ,9,,,,,
4158190079,,,,QN998.02,09,       ,       ,9,,,09,1051066,155228
4158210001,,,,QN998.02,09,       ,       ,9,,,,,
4158220001,,,,QN998.02,09,       ,       ,9,,,,,
4158230001,,,,QN998.02,09,       ,       ,9,1050306,155215,09,1050212,155214
4158370029,,,,QN972.04,09,1046151,0156197,9,1046153,156197,09,1046153,156197
4158370031,,,,QN972.04,09,       ,       ,9,,,09,1046150,156237
4158370033,,,,QN972.04,09,       ,       ,9,,,09,1046146,156279
4158370041,,,,QN972.04,09,       ,       ,9,,,09,1046241,156250
4158370047,,,,QN972.04,09,       ,       ,9,,,09,1046249,156171
4158370049,,,,QN972.04,09,1046253,0156136,9,1046252,156136,09,1046252,156136
4158370051,,,,QN972.04,09,       ,       ,9,,,09,1046255,156106
4158370052,,,,QN972.04,09,       ,       ,9,,,09,1046258,156071
4158370054,,,,QN972.04,09,       ,       ,9,,,09,1046262,156031
4158880001,,,,QN972.02,09,1044814,0154820,9,1044814,154823,09,1044814,154823
4159170020,,,,QN954,09,       ,       ,9,,,07,1040515,154693
4159180020,,,,QN954,09,       ,       ,9,,,07,1040758,154732
4159500001,,,,QN992,09,       ,       ,9,,,11,1048848,156545
4159520025,,,,QN992,09,       ,       ,9,,,11,1048463,157107
4159520027,,,,QN992,09,       ,       ,9,,,09,1048436,157136
4159530025,,,,QN992,09,       ,       ,9,,,11,1048189,157070
4159530027,,,,QN992,09,       ,       ,9,,,09,1048180,157129
4159530031,,,,QN992,09,       ,       ,9,,,09,1048162,157180
4159530040,,,,QN992,09,       ,       ,9,,,09,1048228,157179
4159530043,,,,QN992,09,       ,       ,9,,,09,1048274,157159
4159540025,,,,QN992,09,       ,       ,9,,,11,1047939,157031
4159540027,,,,QN992,09,       ,       ,9,,,09,1047935,157060
4159540028,,,,QN992,09,       ,       ,9,,,09,1047930,157090
4159540030,,,,QN992,09,       ,       ,9,,,09,1047926,157120
4159540031,,,,QN992,09,       ,       ,9,,,09,1047921,157149
4159540033,,,,QN992,09,       ,       ,9,,,09,1047939,157202
4159540051,,,,QN992,09,1048017,0157176,9,1048017,157176,09,1048017,157176
4159540131,,,,QN992,09,       ,       ,9,,,09,1047918,157169
4159710001,,,,QN972.03,09,       ,       ,9,,,09,1045390,156808
4159710100,,,,QN972.03,09,       ,       ,9,,,09,1045336,156758
4159800002,,,,QN972.03,09,1044995,0159004,9,1046205,160183,09,1045270,159323
4160040102,,,,QN972.03,09,       ,       ,9,,,09,1042850,156077
4160100001,,,,QN964,09,1042075,0156329,9,1042066,156327,11,1042066,156327
4160110050,,,,QN972.03,09,       ,       ,9,,,09,1042443,156103
4160110090,,,,QN972.03,09,       ,       ,9,1042694,156095,09,1042694,156095
4160110102,,,,QN972.03,09,       ,       ,9,,,09,1042691,155903
4160190026,,,,QN964,09,       ,       ,9,,,11,1040936,157856
4160210010,,,,QN954,09,       ,       ,9,,,11,1040383,157815
4160220001,,,,QN964,09,1041495,0157533,9,1041494,157532,11,1041494,157532
4160390001,,,,QN964,09,       ,       ,9,,,09,1041282,155514
4160540001,,,,QN954,09,       ,       ,9,,,11,1039068,157603
4160540003,,,,QN954,09,       ,       ,9,,,11,1038829,157478
4160540017,,,,QN954,09,1039265,0157528,9,1039308,157538,11,1039308,157538
4160540100,,,,QN954,09,       ,       ,9,,,11,1039136,157776
4160560001,,,,QN954,09,1038983,0157375,9,1038983,157374,11,1038961,157388
4160560009,,,,QN954,09,       ,       ,9,,,11,1038987,157438
4160560015,,,,QN954,09,       ,       ,9,,,11,1039130,157352
4160560019,,,,QN954,09,       ,       ,9,,,11,1039181,157399
4160560020,,,,QN954,09,       ,       ,9,,,11,1039201,157401
4160560021,,,,QN954,09,       ,       ,9,,,11,1039230,157403
4160560023,,,,QN954,09,       ,       ,9,,,11,1039270,157405
4160560025,,,,QN954,09,       ,       ,9,,,11,1039299,157407
4160560027,,,,QN954,09,       ,       ,9,,,11,1039361,157391
4160560032,,,,QN954,09,       ,       ,9,,,11,1039366,157331
4160560033,,,,QN954,09,       ,       ,9,,,11,1039368,157301
4160560035,,,,QN954,09,       ,       ,9,,,11,1039294,157350
4160560038,,,,QN954,09,       ,       ,9,,,11,1039258,157304
4160560040,,,,QN954,09,       ,       ,9,,,11,1039219,157301
4160560042,,,,QN954,09,       ,       ,9,,,11,1039179,157298
4160560047,,,,QN954,09,       ,       ,9,,,11,1039079,157291
4160560049,,,,QN954,09,       ,       ,9,,,11,1038933,157286
4160610001,,,,QN954,09,       ,       ,9,,,11,1038307,157079
4160610005,,,,QN954,09,       ,       ,9,,,11,1038434,157085
4160610012,,,,QN954,09,       ,       ,9,,,11,1038533,157093
4160610048,,,,QN954,09,       ,       ,9,,,11,1038365,156983
4160630018,,,,QN954,09,       ,       ,9,,,09,1038775,156586
4160630020,,,,QN954,09,       ,       ,9,,,09,1038777,156559
4160630021,,,,QN954,09,       ,       ,9,,,09,1038779,156535
4160630022,,,,QN954,09,       ,       ,9,,,09,1038781,156510
4160630024,,,,QN954,09,       ,       ,9,,,09,1038783,156481
4160630027,,,,QN954,09,       ,       ,9,,,09,1038639,156507
4160650001,,,,QN954,09,       ,       ,9,,,09,1038730,156365
4160650010,,,,QN954,09,       ,       ,9,,,09,1038842,156370
4160650013,,,,QN954,09,       ,       ,9,,,09,1038952,156378
4160650069,,,,QN954,09,       ,       ,9,,,09,1039009,156281
4160650074,,,,QN954,09,       ,       ,9,,,09,1038950,156277
4160660001,,,,QN954,09,1038995,0156126,9,1039009,156128,09,1039009,156128
4160660057,,,,QN954,09,1038958,0156024,9,1038972,156028,09,1038972,156028
4160670001,,,,QN954,09,1039174,0155841,9,1039196,155845,09,1039196,155845
4160750001,,,,QN942.02,09,       ,       ,9,,,11,1038072,155795
4161890001,,,,QN928,09,       ,       ,9,1033548,150126,09,1033548,150126
4161890050,,,,QN928,09,       ,       ,9,1033681,151227,09,1033681,151227
4161890090,,,,QN928,09,1030844,0149612,9,,,09,1030849,149615
4161900018,,,,QN934.02,09,1027956,0151374,9,1028005,151379,09,1028005,151379
4162240035,,,,QN934.01,09,1026525,0149298,9,1026524,149298,09,1026516,149335
4162900015,,,,QN922,09,       ,       ,9,,,11,1021594,148316
4162900016,,,,QN922,09,       ,       ,9,,,11,1021326,148087
4162900050,,,,QN922,09,       ,       ,9,,,11,1021960,148523
4162900070,,,,QN922,09,       ,       ,9,,,11,1022094,148608
4162900080,,,,QN922,09,       ,       ,9,,,11,1022172,148563
4162900100,,,,QN922,09,       ,       ,9,,,11,1022010,148343
4162900116,,,,QN922,09,       ,       ,9,,,11,1021426,147880
4163250001,,,,QN918,09,       ,       ,9,1019139,145723,09,1019139,145723
4163250200,,,,QN918,09,       ,       ,9,,,09,1021530,146012
4163250300,,,,QN918,09,       ,       ,9,,,11,1021176,148295
4163250600,,,,QN918,09,       ,       ,9,,,11,1021304,147365
4163400010,,,,QN916.01,09,       ,       ,9,,,11,1016771,146583
4163500002,,,,QN916.01,09,       ,       ,9,,,,1011187,144982
4163500019,,,,QN916.01,09,       ,       ,9,,,11,1009964,143375
4163500021,,,,QN916.01,09,       ,       ,9,,,11,1010234,143428
4163500022,,,,QN916.01,09,1010720,0143534,9,,,11,1010690,143571
4163500023,,,,QN916.01,09,       ,       ,9,,,11,1010866,143717
4163500024,,,,QN916.01,09,       ,       ,9,,,11,1011192,143702
4163500025,,,,QN916.01,09,       ,       ,9,,,11,1011296,143894
4163500049,,,,QN916.01,09,       ,       ,9,,,11,1011317,143549
4163500050,,,,QN916.01,09,       ,       ,9,1011404,143287,11,1011404,143287
4163500075,,,,QN916.01,09,       ,       ,9,1011486,142855,11,1011486,142855
4163500076,,,,QN916.01,09,       ,       ,9,,,11,1011667,142767
4163500081,,,,QN916.01,09,       ,       ,9,1010417,142578,09,1010417,142578
4163500100,,,,QN916.01,09,       ,       ,9,,,11,1010901,145813
4163500500,,,,QN916.01,09,       ,       ,9,,,09,1002545,139475
3000160001,,,,BK21,09,0987028,0195990,9,987012,195967,09,987012,195967
3000160005,,,,BK21,09,0986855,0195975,9,986856,195975,07,986856,195975
3000160017,,,,BK21,09,       ,       ,9,,,07,987119,196170
3000580050,,,,BK13,09,0986872,0193750,9,986870,193746,09,986870,193746
3000620001,,,,BK21,09,0987250,0194730,9,987249,194729,09,987249,194729
3000630005,,,,BK21,09,0987531,0194769,9,987531,194769,09,987531,194769
3000640019,,,,BK21,09,0987698,0194722,9,987691,194728,09,987691,194728
3000640035,,,,BK21,09,       ,       ,9,,,09,987883,194732
3000660001,,,,BK21,09,0988193,0194688,9,988144,194669,09,988144,194669
3000680006,,,,BK23,09,0988295,0194417,9,988348,194410,09,988348,194410
3000750001,,,,BK13,09,0987288,0194341,9,987287,194341,09,987282,194321
3000850001,,,,BK13,09,       ,       ,9,,,09,987198,193659
3000890001,,,,BK23,09,0988521,0193986,9,988623,193999,09,988623,193999
3001070023,,,,BK13,09,       ,       ,9,,,09,988103,193659
3001070024,,,,BK13,09,       ,       ,9,,,09,988183,193533
3001070029,,,,BK13,09,       ,       ,9,,,09,988349,193652
3001100001,,,,BK23,09,0989170,0193485,9,989072,193550,09,989137,193523
3001120100,,,,BK13,09,       ,       ,9,986878,192716,09,986878,192716
3001190001,,,,BK13,09,0988119,0193036,9,988119,193035,09,988119,193035
3001390001,,,,BK11,09,0987044,0192017,9,987031,191992,09,987031,191992
3001420002,,,,BK11,09,       ,       ,9,,,09,987862,192112
3001420100,,,,BK11,09,0988222,0192168,9,988222,192168,09,988222,192168
3001720018,,,,BK41,09,0988927,0189806,9,988927,189805,09,988927,189805
3001730005,,,,BK39,09,0989515,0189497,9,989517,189493,09,989517,189493
3001850044,,,,BK39,09,0989208,0188951,9,989207,188951,09,989207,188951
3001910025,,,,BK39,09,0989307,0188729,9,989306,188728,09,989306,188728
3001990100,,,,BK3.01,09,0984307,0193136,9,984281,193143,11,984281,193143
3002050001,,,,BK1,09,       ,       ,9,,,09,985841,194794
3002080025,,,,BK1,09,0985165,0193781,9,985386,194360,09,985501,194646
3002080201,,,,BK3.01,09,       ,       ,9,,,07,985222,193769
3002140004,,,,BK1,09,0985657,0194547,9,985657,194547,09,985657,194547
3002510005,,,,BK3.01,09,0984664,0192450,9,984675,192471,09,984675,192471
3002520007,,,,BK3.01,09,       ,       ,9,,,09,984594,192248
3002580001,,,,BK7,09,0984494,0191457,9,984390,191545,09,984461,191514
3002820001,,,,BK47,09,0984448,0190822,9,984446,190817,09,984446,190817
3003010061,,,,BK45,09,0985353,0190011,9,985355,190010,09,985355,190010
3003020027,,,,BK45,09,0985878,0189802,9,985878,189801,09,985878,189801
3003410053,,,,BK51,09,0982933,0188604,9,982932,188603,09,982932,188603
3003410059,,,,BK51,09,0982855,0188620,9,982853,188625,11,982853,188625
3003410061,,,,BK51,09,0982822,0188632,9,982822,188632,11,982822,188632
3003410062,,,,BK51,09,0982803,0188639,9,982802,188639,11,982802,188639
3003410063,,,,BK51,09,0982784,0188646,9,982784,188646,11,982784,188646
3003530035,,,,BK51,09,       ,       ,9,983522,187845,09,983520,187838
3003640010,,,,BK63,09,       ,       ,9,,,09,983679,187291
3003680001,,,,BK63,09,0983502,0187025,9,983488,187007,09,983488,187007
3003690010,,,,BK63,09,       ,       ,9,,,09,983679,187098
3003720025,,,,BK63,09,       ,       ,9,,,09,983585,186570
3003750001,,,,BK65,09,0983944,0185893,9,983950,185899,09,983950,185899
3003830001,,,,BK65,09,       ,       ,9,,,09,984279,185014
3003920075,,,,BK71,09,0987615,0188689,9,987615,188689,09,987615,188689
3003970018,,,,BK69,09,0986933,0188714,9,986933,188713,09,986933,188713
3004190001,,,,BK119,09,0988313,0187135,9,988312,187134,09,988312,187134
3004420001,,,,BK77,09,       ,       ,9,,,09,985505,187419
3004560014,,,,BK119,09,0988477,0185662,9,988476,185661,09,988476,185661
3004720048,,,,BK77,09,0985021,0185718,9,985021,185718,09,985021,185718
3004740025,,,,BK77,09,0984932,0185483,9,984932,185483,09,984932,185483
3005040050,,,,BK59,09,0982612,0187921,9,982605,187916,09,982605,187916
3005210006,,,,BK59,09,       ,       ,9,,,09,983204,186398
3005320001,,,,BK85,09,0981901,0186167,9,981900,186165,09,981900,186165
3005380110,,,,BK85,09,0983306,0184736,9,983306,184735,09,983306,184735
3005810001,,,,BK53,09,0982714,0184564,9,982713,184564,09,982713,184564
3005820001,,,,BK53,09,0983182,0184393,9,983182,184392,09,983182,184392
3005940001,,,,BK53,09,0983679,0184076,9,983679,184076,09,983679,184076
3005950052,,,,BK53,09,0979100,0186411,9,979037,186409,09,979037,186409
3005950170,,,,BK53,09,0979043,0185214,9,978978,185199,09,978978,185199
3006020001,,,,BK53,09,0982312,0184124,9,982286,184144,09,982286,184144
3006070001,,,,BK53,09,0981522,0184277,9,981521,184276,09,981521,184276
3006140150,,,,BK53,09,0982143,0183597,9,982134,183603,09,982134,183603
3006140300,,,,BK53,09,       ,       ,9,,,09,982835,183948
3006170001,,,,BK53,09,0983130,0183870,9,983129,183870,09,983129,183870
3006190001,,,,BK53,09,0983545,0183715,9,983544,183715,09,983544,183715
3006250001,,,,BK18,09,       ,       ,9,985382,182060,11,985362,182057
3006270075,,,,BK143,09,       ,       ,9,,,09,985692,182014
3006280002,,,,BK143,09,       ,       ,9,,,09,986496,181385
3006280060,,,,BK143,09,       ,       ,9,,,09,986413,181398
3006880061,,,,BK84,09,0982886,0178266,9,982879,178278,09,982879,178278
3006930001,,,,BK84,09,0983505,0177673,9,983520,177656,09,983520,177656
3006970045,,,,BK84,09,0983429,0177106,9,983429,177106,09,983429,177106
3007130010,,,,BK82,09,0981906,0177050,9,981905,177050,09,981912,177030
3007230054,,,,BK82,09,0981746,0176449,9,981745,176449,09,981745,176449
3007550014,,,,BK80,09,0980861,0175885,9,980861,175884,09,980861,175884
3007550017,,,,BK80,09,0980920,0175819,9,980921,175829,09,980921,175829
3008290001,,,,BK22,09,0978770,0174555,9,978770,174553,09,978770,174553
3008330001,,,,BK100,09,0981179,0172644,9,981179,172644,09,981179,172644
3008620032,,,,BK74,09,0979052,0172936,9,979051,172935,09,979062,172969
3008670006,,,,BK143,09,0987081,0180858,9,987121,180823,09,987121,180823
3008670023,,,,BK143,09,0987295,0180844,9,987337,180801,09,987337,180801
3008680001,,,,BK149,09,0987564,0180446,9,987565,180465,09,987565,180465
3008740011,,,,BK147,09,0987489,0180290,9,987404,180400,09,987466,180291
3008740046,,,,BK149,09,0987729,0180141,9,987754,180125,09,987754,180125
